id,fuente,oferta_id,titulo,empresa,ubicacion,salario,contrato,jornada,fecha_publicacion,url,descripcion,requisitos,fecha_scrapeo,categoria,tags,modalidad,seniority,salario_num,moneda
616,linkedin,4471893753,Video Editor,The Flex,Uruguay,,,,2026-09-25,https://www.linkedin.com/jobs/view/4471893753,"About Us Base360.ai is building the AI operating system for short-term rental companies. Born from the technology behind The Flex, our platform helps property managers launch, operate, and scale their businesses on AI autopilot. We're looking for a talented Video Editor to bring our product, founder stories, and brand to life through compelling video. About The Role You'll turn raw footage, product recordings, and ambitious ideas into launch films, social content, and ads that capture attention and hold it. This is a hands-on creative role for someone who understands storytelling, pacing, sound, and motion. You'll help shape the concept, find the strongest hook, and take each video through to its final cut. Your work will show short-term rental operators what’s possible with Base360—and tell the story of the people building it. What You'll Do Edit product launches and brand films that combine storytelling, product demonstrations, and strong visual direction. Create founder-led content from interviews, talking-head footage, and behind-the-scenes moments. Produce short-form videos for Instagram Reels, TikTok, YouTube Shorts, and LinkedIn, with strong hooks and purposeful pacing. Build paid ad creative with variations in openings, messaging, and calls to action. Bring the product to life through screen recordings, motion graphics, kinetic typography, and clear visual explanations. Own post-production including footage selection, editing, colour grading, sound design, music, captions, and final exports. Use AI creative tools to generate supporting visuals, voiceovers, and other assets where they improve the result or speed up production. Maintain a consistent visual identity across formats and channels. Improve content through performance insights, using retention, watch time, and conversion data to inform future edits. Who You Are You have a strong portfolio that demonstrates storytelling, editing craft, and visual taste. You're proficient in Premiere Pro, DaVinci Resolve, or Final Cut Pro, with motion design skills in After Effects or an equivalent tool. You know how to hook viewers in the first three seconds—and give them a reason to keep watching. You can turn a long recording into a concise, compelling story. You understand how music, silence, sound effects, and pacing shape emotion. You're comfortable using AI tools such as Runway, Kling, Sora, and ElevenLabs as part of your creative workflow. You work independently, meet deadlines, and respond well to direct feedback. You balance speed with quality and care about the details that make work feel polished. Experience with SaaS product videos, founder content, documentary storytelling, or paid social ads is a plus. Why join Base360.ai ? Help shape the video identity of a growing company from an early stage. Work directly with the founder on product launches, storytelling, and building in public. Take creative ownership and see your work published across our brand and marketing channels. Grow into broader creative leadership, with the opportunity to help build a video team. Competitive salary and performance-based incentives. Remote working in an ambitious, entrepreneurial team. Our expectations We value ownership, direct communication, high standards, and continuous improvement. You'll thrive here if you enjoy taking initiative, experimenting, and pushing your craft. You Should NOT Join Base360.ai If You prefer detailed instructions for every task over taking creative ownership. You're looking for a predictable, slow-paced role with little change. You struggle with direct feedback, revisions, or testing new approaches. You care more about making videos look good than whether they tell a story and deliver results. You avoid learning new tools or adapting your creative process. You bring ego or office politics instead of collaboration and accountability. You aren't motivated to become exceptional at your craft.",,2026-09-25T13:50:50+00:00,,,,,,
617,linkedin,4465498547,Ejecutivo Comercial Senior - Licitaciones,Talenter,"Montevideo, Montevideo, Uruguay",,,,2026-09-14,https://www.linkedin.com/jobs/view/4465498547,"En Talenter estamos buscando un/a Ejecutivo/a Comercial para sumarse a una empresa líder en soluciones de iluminación arquitectónica y técnica, con perfil técnico-comercial orientado a desarrollo de negocios en el sector público y privado. 🎯 Responsabilidades Identificar oportunidades y gestionar integralmente procesos de licitaciones públicas y privadas. Elaborar ofertas técnico-comerciales, cotizaciones y coordinar la documentación requerida para cada llamado. Desarrollar y fortalecer relaciones comerciales con arquitectos, estudios de arquitectura, constructoras, desarrolladores inmobiliarios, ingenieros y clientes corporativos. Detectar nuevas oportunidades de negocio y generar vínculos de largo plazo con clientes estratégicos. Asesorar técnicamente a los clientes sobre soluciones de iluminación y realizar seguimiento de proyectos de principio a fin. ✅ Requisitos Formación universitaria en Ingeniería Eléctrica, Ingeniería Electromecánica o carreras afines. Experiencia comprobable en gestión de licitaciones públicas y privadas. Experiencia en posiciones comerciales B2B vinculadas a proyectos. Licencia de conducir vigente. ⭐ Se valorará Experiencia en empresas de iluminación, electricidad, construcción, arquitectura o ingeniería. Cartera de contactos en organismos públicos, constructoras, desarrolladores o estudios de arquitectura. 🌟 Qué ofrecemos Incorporarse a una empresa líder en el mercado de iluminación arquitectónica. Participar en proyectos de alto impacto y gran visibilidad. Posibilidades reales de crecimiento profesional. Remuneración acorde a la responsabilidad del cargo, compuesta por salario fijo y esquema de incentivos por resultados. Si sentís que este desafío es para vos, nos encantaría conocerte. ¡Esperamos tu postulación!",,2026-09-25T13:50:50+00:00,,,,,,
618,linkedin,4469794947,Client Support,Travel with Jess-Costa Rica,"Montevideo, Montevideo, Uruguay",,,,2026-09-25,https://www.linkedin.com/jobs/view/4469794947,"We are seeking a friendly and organized person. Assist clients with reservation inquiries, available options, confirmations, and ongoing service needs. This role requires strong communication skills, attention to detail, and the ability to provide a positive and professional client experience while working remotely. Responsibilities Respond to client inquiries and reservation requests. Gather information regarding client needs and preferences. Research available options and services. Assist with reservations and confirmations. Provide accurate information and timely update. Review reservation details and documentation. Assist with changes and special requests. Maintain accurate client records. Follow up on outstanding requests. Communicate with service providers when needed. Maintain professional customer service standards. Qualifications Strong communication and interpersonal skills. Customer-focused attitude. Excellent organization and attention to detail. Comfortable using computers and online platforms. Ability to research and organize information. Strong follow-up skills. Reliable and professional. Previous customer service, reservations, hospitality, or related experience is helpful but not required. Position Highlights 100% remote environment. Onboarding and training provided. Ongoing professional development. Continuing education opportunities. Access to professional resources and systems. Supportive team environment",,2026-09-25T13:50:50+00:00,,,,,,
619,linkedin,4434824739,Territory Sales Manager – Uruguay,Stark Future SL,"Montevideo, Montevideo, Uruguay",,,,2026-07-08,https://www.linkedin.com/jobs/view/4434824739,"About Stark Stark builds the world’s most powerful electric motorcycles. From the VARG MX to the road-legal VARG EX & SM, our bikes have won world championships and are engineered to outperform anything with a combustion engine. We’re based in Barcelona, growing fast (77% year-on-year), and building a team that will take us even further. If you want to work on a product that people are genuinely obsessed with, this is it. Stark will become the global market leader in premium motorcycles. Building premium motorcycles requires innovation and we need your help to make us succeed Our mission is to lead the way towards a sustainable motorcycle industry, by reducing plastic and CO2 pollution. This will be achieved by building sustainable products that are superior to traditional technology in terms of Performance, Emotion and Design. The Role Establish relationships with dealers and strategic customers, in order to continue to develop and build a strong network in Uruguay. Responsibility for delivering territory budget, strategy and execution Develop and maintain positive business relationships Work together with Stark Future’s global team creating new innovative sales and marketing tools for dealer network Inspire people to ride the Stark VARG and generate excitement about future models to come Attend and lead important demos, racing events and expos in your area Develop and execute a regional marketing strategy for the territory Achieve agreed sales targets within given timeframes Motivate and educate our partners regarding Stark Future’s products Help dealers to achieve 100% compliance with Stark Future dealership standards Analyse market potentials, track & optimise the sales in your region Always be on top of emails and calls to support our partners Align and cooperate with relevant departments within Stark Future’s organisation Challenge the way things are done today and where you believe they could be improved Always work with a safety-first mentality in all areas of the business operation What you will bring to Stark Ability to share and transmit our ambition and philosophy Have a strong dedication to reach personal and company goals Positive attitude and aptitude for teamwork Work experience in the industry Profound knowledge of the Uruguay market Excellent communication and negotiation skills Ability to work in a structured environment and to work under pressure Create and deliver presentations that meet the needs of the audience Open to continuously improve yourself through feedback Manage the approved budgets according to our agreed goals PERFORMANCE CRITERIA Speed of work Innovation level Sales: Volume & Profit Team: Motivation & Performance Cost of organisation Cooperation within organisation as well as with suppliers Keeping deadlines and always try to answer emails within 24 hours Dedication to deliver Work attitude, we want to spread a positive atmosphere in the team Why work with us? The chance to work on a product people are genuinely passionate about A fast-growing company with real momentum A creative, international team Competitive salary package Direct access to riders, race teams, and the product At Stark, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products, and our community. We are committed to creating an inclusive environment where everyone, regardless of gender identity, sexual orientation, race, religion, age, neurodiversity, or disability, feels a true sense of belonging. We believe that diverse teams make better decisions and that a culture of equity is a prerequisite for innovation. Accessibility: If you require any reasonable adjustments during the application or interview process (such as assistive technology, extra time, or a specific format), please let us know at HR@starkfuture.com. We are here to support you. We encourage applications from underrepresented groups and are excited to see how your unique perspective can help us grow Stark Future is on a mission to revolutionize the motorcycle industry by leading the shift toward sustainability, drastically reducing CO₂ and plastic pollution. Through cutting-edge design and unmatched performance, we delivers emotionally powerful, timelessly beautiful premium electric motorcycles that surpass traditional technology. Guided by a philosophy of innovation, quality, and user-focused simplicity, Stark combines bold ambition with a relentless pursuit of excellence. Our brand’s iconic gold logo symbolizes its full-circle approach to sustainability and its uncompromising drive to be number one.",,2026-09-25T13:50:50+00:00,,,,,,
620,linkedin,4461385642,Ecommerce Paid Media Manager,Veta Virtual,Uruguay,,,,2026-09-24,https://www.linkedin.com/jobs/view/4461385642,"Launch Your Next Successful Chapter with Veta Virtual! 🚀 💸 Competitive Base + Significant Performance Pay in USD | 🌍 100% Remote | 🎯 Full Funnel Paid Media | 🤝 Client Facing Growth Role Veta Virtual is hiring an Ecommerce Paid Media Manager for one of our high growth clients in the jewelry and ecommerce retail industry. This is not a single channel role. This is a senior, full funnel position built for someone who can own paid advertising and email/SMS marketing as one connected growth engine, not two separate disciplines. You will bring the same level of strategic ownership, hands on execution, and reporting rigor to both sides of the funnel, with paid campaigns bringing new customers in and lifecycle marketing nurturing and retaining them. 🔑 Your Role As an Ecommerce Paid Media Manager , you will own performance marketing end to end for a growing brand that sells both online and in physical retail locations. Paid advertising and email/SMS marketing carry equal weight in this role. Neither is treated as the main job with the other as an add on, and both will be weighed equally in how your performance is measured. Your day to day will involve: Planning, launching, and optimizing full funnel paid campaigns across Meta (Facebook and Instagram) and Google Ads, covering prospecting, retargeting, and retention. Managing significant ad budgets for an account carrying seven figure or higher annual Meta spend, including bidding strategy, audience segmentation, and creative testing to scale spend profitably. Tracking and reconciling performance across in store and online sales channels to build an accurate, omnichannel view of return on ad spend. Owning paid media reporting using Triple Whale, Northbeam, or a comparable attribution and analytics platform, and translating data into clear recommendations. Evaluating and improving the brand's current attribution process, closing gaps between ad platform data, attribution tooling, and actual in store and online sales so leadership can trust every reporting decision. Briefing and collaborating on creative and campaign assets, using Canva to produce or direct design mockups as needed. Monitoring competitor activity, platform updates, and industry trends to keep campaigns current and effective. Delivering regular weekly and monthly performance reporting with clear takeaways and next steps for leadership. Owning end to end email and SMS strategy in Klaviyo, from calendar planning through execution and analysis. Building, maintaining, and optimizing automated flows, including welcome series, abandoned cart, post purchase, replenishment, win back, and VIP or loyalty journeys. Developing segmentation strategy to personalize messaging by customer behavior, purchase history, and lifecycle stage. Planning and executing campaign calendars aligned with promotions, product launches, and seasonal moments. Testing subject lines, send times, content, and offers to continually improve engagement and revenue performance. Ensuring messaging and offers stay aligned with paid media campaigns for one consistent, full funnel customer experience. Reporting on key lifecycle metrics, including open rate, click through rate, list growth, and revenue attributed to email and SMS. ✅ What You'll Need Approximately 8 to 10 years of overall marketing and advertising experience, including a minimum of 5 years of direct, hands on ecommerce experience. Direct, hands on experience managing a Meta Ads account with an annual budget of $1,000,000 or more, spend that you personally planned and managed, not aggregated team or agency level spend. Google Ads experience in addition to Meta. Demonstrated ownership of full funnel performance, from prospecting through conversion and retention, with a strong command of attribution, reporting, and ongoing optimization. Experience assessing and improving attribution accuracy, ideally including work reconciling platform reported data, attribution tools, and actual sales results. Direct experience with Triple Whale, Northbeam, or a similar full funnel attribution and analytics platform. Required, hands on experience owning email and SMS marketing in Klaviyo, including flow building, segmentation, and campaign execution. This is a required platform for the role. Proven experience managing full funnel marketing for an ecommerce brand, ideally one with both online and physical retail sales, and working knowledge of blending in store and online data into a single view of performance. Comfort using Canva to produce or direct creative assets. Comfort using Shopify or a comparable ecommerce platform. Strong analytical skills, with the ability to pull, interpret, and present cross platform performance data. Excellent written and verbal communication skills, with the confidence to present results directly to client stakeholders. Bonus: experience in luxury, jewelry, or another high consideration retail category. 💼 What We Offer 💸 Competitive base compensation + significant performance-based pay. 🌴 15 paid vacation days per year plus all U.S. national holidays. 💻 100% remote — work from anywhere in LATAM or Europe with a professional home setup. 📈 A high visibility, full funnel role where your strategy and execution directly shape how a growing ecommerce and retail brand spends its marketing budget. 🤝A collaborative, high trust culture through Veta Virtual and our client, where your expertise and ownership are valued from day one. Ready to Apply? If you are ready to own a full funnel growth engine, from paid media through lifecycle marketing, and prove your impact in real revenue, apply now and launch your next chapter with Veta Virtual. Once you apply, you will be invited to complete a short two minute video question as part of our screening process. It is your first opportunity to show us your thinking and what makes you the right person for this role. We can't wait to meet you!",,2026-09-25T13:50:50+00:00,,,,,,
621,linkedin,4469795925,Client Support,Travel with Jess-Costa Rica,"Punta del Este, Maldonado, Uruguay",,,,2026-09-25,https://www.linkedin.com/jobs/view/4469795925,"We are seeking a friendly and organized person. Assist clients with reservation inquiries, available options, confirmations, and ongoing service needs. This role requires strong communication skills, attention to detail, and the ability to provide a positive and professional client experience while working remotely. Responsibilities Respond to client inquiries and reservation requests. Gather information regarding client needs and preferences. Research available options and services. Assist with reservations and confirmations. Provide accurate information and timely update. Review reservation details and documentation. Assist with changes and special requests. Maintain accurate client records. Follow up on outstanding requests. Communicate with service providers when needed. Maintain professional customer service standards. Qualifications Strong communication and interpersonal skills. Customer-focused attitude. Excellent organization and attention to detail. Comfortable using computers and online platforms. Ability to research and organize information. Strong follow-up skills. Reliable and professional. Previous customer service, reservations, hospitality, or related experience is helpful but not required. Position Highlights 100% remote environment. Onboarding and training provided. Ongoing professional development. Continuing education opportunities. Access to professional resources and systems. Supportive team environment",,2026-09-25T13:50:50+00:00,,,,,,
622,linkedin,4460761664,Marketing Project Coordinator,Ultimate Jet Vacations,"Montevideo, Montevideo, Uruguay",,,,2026-09-03,https://www.linkedin.com/jobs/view/4460761664,"Who is UJV? Planning and managing a 5-star vacation from scratch requires expertise, cleverness, and a genuine passion for detail. That's what UJV is all about. UJV is a service-driven team of experts that work behind the scenes, engineering luxury travel experiences for advisors globally, so they can grow their business and fully satisfy their exclusive clients. We are the luxury travel advisor’s right hand. How? UJV is a team of travel experts that advises and supports luxury travel advisors worldwide. We work behind the scenes as allies of top luxury travel advisors, to offer a 5 Star experience for their clients. We offer travel advisors the knowledge and tools needed to grow their business and better serve their exclusive clients. We offer an experience-centered service based on passion, expertise, integrity and attention to detail. We are willing to do the hard work in order to see our clients shine. Role Mission Great marketing isn't just about creative ideas—it's about flawless execution. As our Project Coordinator , you'll be the day-to-day owner of the marketing team's operating system, ensuring projects move efficiently from kickoff to completion while keeping everyone aligned along the way. This role isn't about building new processes from scratch. It's about maintaining and continuously improving the systems already in place, making sure workflows stay organized, deadlines are met, and projects never lose momentum. If you're someone who naturally brings order to complexity, enjoys keeping teams aligned, and loves seeing projects successfully cross the finish line, we'd love to meet you. Responsibilities Project Coordination Maintain the marketing team's project management system across Asana, Notion, and other operational tools, ensuring projects remain organized, visible, and up to date. Coordinate project execution across Content, Social Media, Design, Email Marketing, Paid Media, and Co-op Marketing. Maintain project timelines, ownership, priorities, dependencies, and deliverables across multiple concurrent initiatives. Ensure campaign briefs, creative assets, approvals, and project handoffs are completed on time. Workflow Management Serve as the day-to-day owner of the marketing operating system, reinforcing established workflows and ensuring projects continue moving efficiently. Monitor project health by following up on outstanding tasks, identifying bottlenecks, and escalating risks before they impact delivery. Continuously recommend and implement incremental improvements that increase visibility, consistency, and team efficiency. Maintain accurate documentation and project records to support scalable execution. Cross-Functional Collaboration Partner closely with Marketing, Design, Regional Teams, and other internal stakeholders to coordinate priorities and timelines. Facilitate project kickoffs, status meetings, and follow-up sessions to ensure alignment across teams. Communicate project progress, risks, and next steps clearly to both leadership and project stakeholders. Support collaboration across multiple time zones while maintaining clear ownership and accountability. Process Improvement Help optimize project templates, workflows, and communication processes. Identify opportunities to simplify coordination and improve team productivity. Support the ongoing evolution of the marketing operating system as the department grows. Leverage AI and productivity tools where appropriate to improve project coordination and operational efficiency. Qualifications 1-2 years of experience in Project Coordination, Project Management, Marketing Operations, or a similar cross-functional role. Bachelor's degree preferred, or equivalent practical experience. Experience managing projects using Asana or comparable project management platforms such as Monday.com, ClickUp, Jira, or Trello. Experience working with Notion or similar documentation platforms. Strong project planning, workflow management, and documentation skills. Experience coordinating multiple projects across cross-functional teams. Excellent organizational skills with exceptional attention to detail. Strong written and verbal communication skills in English. Comfortable working in a fast-paced environment with multiple competing priorities. Bonus Points Experience supporting marketing, creative, or agency teams. Familiarity with campaign production or creative workflows. Experience working with distributed or global teams. Knowledge of Agile project management principles. Experience using AI tools to improve productivity and project coordination. Who You Are You're the person who notices when something is about to fall through the cracks—and fixes it before anyone else sees it. You enjoy bringing structure to fast-moving environments and naturally keep projects organized without needing constant direction. You communicate clearly, follow through on commitments, and aren't afraid to remind people of deadlines or ask the right questions to keep work moving. You don't just manage tasks—you manage momentum. Most importantly, you take pride in helping teams stay focused, aligned, and successful. Why You'll Love This Role You'll play a central role in how our marketing team operates every day. Working closely with the Head of Marketing and collaborating across multiple departments, you'll help ensure campaigns are delivered on time, communication stays clear, and projects move efficiently from idea to execution. Your work will directly improve how the team collaborates, scales, and delivers exceptional marketing initiatives.",,2026-09-25T13:50:50+00:00,,,,,,
623,linkedin,4429888623,Jefe/a de Mantenimiento - Montevideo,Cementos Avellaneda S.A.,"Montevideo, Montevideo, Uruguay",,,,2026-06-24,https://www.linkedin.com/jobs/view/4429888623,"JEFE/A DE MANTENIMIENTO - MONTEVIDEO ¿Te apasiona la gestión industrial, el liderazgo de equipos y los grandes desafíos operativos? En Cementos Artigas nos encontramos en la búsqueda de un/a Jefe/a de Mantenimiento para sumarse a nuestro equipo en Montevideo, Uruguay. Tu misión principal será garantizar la máxima disponibilidad, confiabilidad y seguridad de nuestros equipos e instalaciones, liderando la estrategia de mantenimiento y el desarrollo de nuestro capital humano. Responsabilidades principales Gestionar el presupuesto anual del área, incluyendo mantenimiento e inversiones. Definir y ejecutar la estrategia de mantenimiento (preventivo, predictivo y correctivo). Liderar iniciativas de mejora continua (5S u otras metodologías). Coordinar paradas de planta y grandes reparaciones junto con Producción. Monitorear indicadores de gestión, analizar desvíos y definir acciones correctivas. Asegurar la correcta planificación de recursos, repuestos y servicios necesarios para la operación. Liderar, desarrollar y evaluar al equipo técnico. Garantizar el cumplimiento de normas de Calidad, Seguridad, Higiene y Medio Ambiente. Requisitos Ingeniería Mecánica o Electromecánica. Experiencia liderando mantenimiento en entornos industriales. Experiencia en gestión de indicadores, planificación y presupuesto. Manejo de SAP Beneficios Una posición estratégica dentro de una compañía industrial de primera línea, con un paquete de compensación competitivo acorde a la responsabilidad del rol, beneficios corporativos y la posibilidad de liderar proyectos de impacto en un entorno desafiante y en constante evolución ¡Te estamos buscando! Somos una compañía que nació hace más de 100 años. Toda una vida desarrollando productos y servicios para la construcción. Tenemos un claro propósito Impulsar el progreso responsable de la sociedad, desarrollando soluciones constructivas innovadoras con cercanía y sostenibilidad . Orgullosos del crecimiento constante, somos parte de los desarrollos de construcción más importantes y emblemáticos del país. Si te motivan los desafíos, aprender en equipo y mejorar la vida de las personas, ¡postulate!",,2026-09-25T13:50:50+00:00,,,,,,
624,linkedin,4454153274,Supervisor(a) de Ventas - Canal Horeca,Montse Perera | Consultoría y Transformación Organizacional,"Montevideo, Montevideo, Uruguay",,,,2026-08-20,https://www.linkedin.com/jobs/view/4454153274,"Objetivo del cargo Liderar, coordinar y supervisar al equipo de ventas del canal Horeca, asegurando el cumplimiento de los objetivos comerciales, el crecimiento de la cartera de clientes, el fortalecimiento de relaciones estratégicas y la ejecución efectiva de los planes de ventas definidos por la empresa. Las principales responsabilidades del puesto son Supervisar y acompañar la gestión diaria del equipo de vendedores. Asegurar el cumplimiento de los objetivos de ventas, cobertura y rentabilidad. Desarrollar e implementar estrategias comerciales para el canal Horeca. Identificar oportunidades de negocio y captar nuevos clientes. Mantener y fortalecer relaciones comerciales con clientes clave. Realizar seguimiento de indicadores de gestión (ventas, cobertura, margen, cobranza, entre otros). Elaborar reportes de desempeño comercial y planes de acción. Coordinar actividades promocionales, lanzamientos y negociaciones comerciales. Gestionar y resolver reclamos o incidencias de clientes. Capacitar, motivar y evaluar al equipo de ventas. Requisitos Experiencia de 3 a 5 años en posiciones comerciales y de ventas. Experiencia mínima de 2 años liderando equipos comerciales. Experiencia comprobable en canal Horeca, consumo masivo, alimentos y bebidas o sectores relacionados. Se valorará formación complementaria en negociación, gestión comercial o liderazgo de equipos. Manejo de CRM y herramientas de Microsoft Office, especialmente Excel. Disponibilidad para desplazamientos y visitas comerciales. Libreta de conducir vigente. Beneficios La empresa proporciona vehículo para el desempeño de las funciones. Modalidad Presencial, full time. Empresa nacional líder dedicada a la importación y comercialización de alimentos y bebidas.",,2026-09-25T13:50:50+00:00,,,,,,
625,linkedin,4442718694,Marketing Generalist,Learntastic,Uruguay,,,,2026-07-20,https://www.linkedin.com/jobs/view/4442718694,"About LearnTastic LearnTastic is a fast-growing online education platform providing accredited continuing-education and compliance courses for professionals across industries—from healthcare and construction to HR and education. With more than 1,000 courses and over a million learners served, LearnTastic is redefining accessible, self-paced learning. Our mission is to make professional development simple, engaging, and impactful—anytime, anywhere. About The Role We’re looking for a Marketing Generalist who’s comfortable wearing multiple hats — someone who can jump between updating a webpage, building out a Salesforce campaign, pulling analytics, and putting together a polished design asset or presentation, all in the same day. This is a great fit for someone with 1–3 years of hands-on marketing experience who wants to grow into a broader strategic role while remaining close to day-to-day execution. Job Description: Make routine updates and edits to company websites (content, images, basic layout changes) in WordPress Support email marketing and campaign execution using Salesforce Marketing Cloud Account Engagement (MCAE / Pardot), including building emails, landing pages, forms, and automation workflows Manage and update records, leads, and campaign data within Salesforce CRM Design marketing collateral (social graphics, one-pagers, presentations, email templates) using the Adobe Creative Suite (Photoshop, Illustrator, InDesign) Build and format PowerPoint presentations for sales, leadership, and internal use Monitor and report on website and campaign performance using Google Analytics Assist with paid digital campaigns (Google Ads, social ads), including basic setup, monitoring, and reporting Support broader marketing functions: content creation, brand consistency, sales enablement materials, internal communications, and event coordination Collaborate with sales, leadership, and other departments to align marketing efforts with business goals Social Media Posting and Monitoring Must-Have Qualifications: 1–3 years of marketing experience (internships count) Hands-on experience editing websites in WordPress Working knowledge of Salesforce CRM and Salesforce MCAE / Pardot Proficiency in Adobe Creative Suite (Photoshop, Illustrator, InDesign) Strong PowerPoint skills — building clean, professional, on-brand decks Familiarity with Google Analytics and Google Ads Understanding of core marketing principles: campaigns, segmentation, content strategy, basic SEO Strong attention to detail and comfort managing multiple projects at once Clear written and verbal communication skills Nice to have: Experience in a B2B or manufacturing/industrial marketing environment Basic HTML/CSS knowledge for email or web tweaks Elementor or page-builder experience within WordPress Experience supporting multi-brand or multi-entity marketing efforts What success looks like in the first 6 months: Comfortably managing WordPress edits and Salesforce/MCAE campaign builds with minimal oversight Producing clean, on-brand design assets and presentations independently Delivering basic performance reports (traffic, campaign engagement, ad performance) on a regular cadence This is a remote position. Powered by JazzHR LaSVkP4l53",,2026-09-25T13:50:50+00:00,,,,,,
626,linkedin,4433886088,High Ticket Sales Representative,ELVTR,Uruguay,,,,2026-06-26,https://www.linkedin.com/jobs/view/4433886088,"Join One of the Fastest-Growing Online Education Companies in the World At ELVTR, we're transforming online education by connecting ambitious professionals with industry leaders from companies like Nike, Netflix, Google, Amazon, and more. Since launching in 2020, we've grown into a global learning community with over 300 expert instructors, delivering more than 200 live online courses across 12 industries. To date, we've helped 22,000+ graduates worldwide gain the skills, confidence, and connections needed to advance their careers. Now we're looking for driven, ambitious High Ticket Sales Representatives who thrive on helping people change their lives through education while earning exceptional commissions along the way. If you're passionate about sales, love meaningful conversations, and want to sell a product that genuinely impacts people's careers, we'd love to meet you. Why This Role Is Different At ELVTR, you'll work exclusively with warm, qualified leads who have already expressed interest and scheduled a call with you. Your role is simple: understand their goals, guide them to the right program, and help them take the next step in their professional journey. This is a high-ticket sales role with significant earning potential for top performers. You'll Love This Role If You: Enjoy consultative selling and building genuine relationships Are motivated by ambitious goals and uncapped earning potential Thrive in a fast-paced, high-performance environment Take ownership of your results and consistently strive to improve Believe education can change lives Enjoy working alongside talented, supportive teammates What You'll Do Conduct sales consultations with warm, pre-qualified leads Help prospective students identify the best educational path for their career goals Close high-ticket program enrollments through consultative selling Maintain accurate records in our CRM system Consistently meet and exceed sales targets Collaborate closely with Marketing, Admissions, and Student Success teams Share customer insights and feedback to help improve our programs and sales processes Requirements What We're Looking For Proven success in sales, preferably high-ticket or consultative sales Outstanding English communication skills (written and spoken) Strong relationship-building and objection-handling abilities Comfort working with modern sales tools and CRM platforms Excellent time-management and organizational skills Self-motivation and a results-driven mindset Bachelor's degree is a plus but not required for exceptional candidates Benefits What We Offer Competitive Compensation: Attractive base compensation, Performance-based bonuses, Significant earning potential for top performer Learn and Grow: Free access to ELVTR courses, Ongoing professional development opportunities, Career growth in a rapidly expanding global company Remote-First Culture: Work from a location where you're most productive, Flexible and supportive environment, Collaborative international team Health & Wellbeing: Gym membership reimbursement, Mental health support, Generous paid vacation allowance Why Join ELVTR? Make an Impact: Every conversation you have can help someone transform their career, increase their earning potential, and achieve goals they once thought were out of reach Grow Your Career: We believe in promoting from within. Many of our leaders began their journey in individual contributor roles and advanced through performance, dedication, and leadership Join a Winning Team: You'll work with talented professionals who are passionate about education, growth, and delivering exceptional experiences to our students Ready to Elevate Your Sales Career? If you're looking for more than just another sales job—if you want to join a mission-driven company, work with warm leads, earn based on your performance, and help professionals transform their futures—we'd love to hear from you. Apply today and become part of ELVTR's next chapter of growth. ELVTR is proud to be an equal opportunity employer committed to creating a diverse and inclusive workplace for all.",,2026-09-25T13:50:50+00:00,,,,,,
